year   IAGA     geolat      geolon    declination
2017   LKW        6.30       99.78      359.65
2017   LSK      -15.23       28.19      354.65
2017   LWA       -5.02      104.06        0.36
2017   MLB      -38.36      145.18       12.12
2017   MND        1.44      124.84        0.25
2017   NAB       -1.16       36.48        0.63
2017   PRP       -3.60      119.40        0.79
2017   PTK       52.94      158.25      353.11
2017   ROC      -23.19      150.31        9.18
2017   SBH        6.02      116.07      359.64
2017   SCN       -0.55      100.30      359.85
2017   TGG       17.66      121.76      357.18
2017   TIR        8.48       76.95      357.95
2017   WAD       51.90      256.10        8.63
2017   G01      -29.72      306.28      344.89
2017   KLD       54.50       20.20        6.07
2017   T54       39.10      283.15      348.94
2017   T55       60.55      208.74       16.09
2017   T56       45.59      267.03      359.98
2017   T57       38.25      255.39        8.04
2017   T58       37.42      237.83       13.59
2017   BRN       47.80      132.41      348.06
2017   PG0      -83.67       88.68      249.56
2017   PG5      -81.96        5.71      331.16
2017   HRP       49.20      275.30      351.91
2017   LCL       51.00      252.90       10.77
2017   T59       57.79      207.60       15.28
2017   T60       66.63      210.40       17.63
2017   T61       37.88      284.56      348.40
2017   T62       65.90       26.41       11.64
2017   PKS       52.50      252.80       11.01
2017   FTN       58.90      237.20       19.37
2017   W01      -41.55      147.21       14.53
2017   W02      -29.03      167.97       15.07
2017   W03       -2.70      141.30        3.53
2017   W04      -66.28      111.53      256.37
2017   W05      -68.58       77.96      278.62
2017   NR2       60.50       24.65        9.01
2017   CPL       17.30       78.90      359.28
2017   TTB       -1.21      311.49      339.88
2017   R01       38.90      267.78        0.03
2017   R02       38.68      282.22      349.59
2017   R03       44.90      266.27        0.70
2017   R04       40.01      254.76        8.54
2017   R05       41.58      275.83      353.42
2017   R06       31.84      257.68        6.40
2017   R07       47.13      266.34        0.38
2017   R08       44.33      286.44      345.78
2017   R09       41.65      287.28      346.13
2017   R10       42.61      288.52      345.32
2017   SKD       66.57       66.78       24.05
2017   BEY       73.30       70.00       32.85
2017   KHS       71.16       66.83       29.72
2017   GLK       40.94       44.47        6.48
2017   KLI       60.86       39.52       14.38
2017   KZN       55.93       48.74       13.55
2017   MHV       54.94       37.73       10.87
2017   NAD       65.53       72.51       21.99
2017   WSE       66.55       33.10       15.08
2017   POD       61.58       90.03        8.54
2018   SON       25.12       66.44        1.19
2018   AMU       61.24      210.13       16.40
2018   YKC       62.48      245.52       17.08
2018   CBB       69.12      254.97        7.44
2018   RES       74.69      265.11      338.20
2018   BLC       64.32      263.99      357.60
2018   MEA       54.62      246.65       14.78
2018   SIT       57.06      224.67       19.10
2018   PBQ       55.28      282.26      343.71
2018   MEK       62.77       30.97       12.53
2018   STJ       47.60      307.32      341.87
2018   ALE       82.50      297.50      310.99
2018   LRV       64.18      338.30      346.40
2018   BOU       40.14      254.76        8.45
2018   FRN       37.09      240.28       13.01
2018   VIC       48.52      236.58       16.36
2018   NEW       48.27      242.88       14.80
2018   LOV       59.35       17.83        6.31
2018   LER       60.13      358.82      358.18
2018   VAL       51.93      349.75      355.79
2018   HAD       50.98      355.52      358.21
2018   ESK       55.32      356.80      358.05
2018   MAB       50.30        5.68        1.70
2018   DOU       50.10        4.60        1.38
2018   BFE       55.62       11.67        3.65
2018   CLF       48.02        2.27        0.77
2018   OTT       45.40      284.45      346.59
2018   WNG       53.75        9.07        2.72
2018   VRE      -17.28      292.38      351.63
2018   SHE      -15.95      354.27      343.40
2018   SMA       36.99      334.87      352.03
2018   PNL      -16.68      303.83      342.67
2018   THY       46.90       17.54        4.55
2018   BEL       51.83       20.80        5.94
2018   FUR       48.17       11.28        3.23
2018   NGK       52.07       12.68        3.78
2018   BDV       49.07       14.02        3.95
2018   FRD       38.20      282.63      349.44
2018   CRP       10.44      275.09      358.56
2018   HYB       17.40       78.60      359.33
2018   IPM      -27.20      250.58       15.22
2018   KMH      -26.54       18.11      342.84
2018   NMP      -15.09       39.25      351.54
2018   DED       70.36      211.21       17.89
2018   KEP      -54.28      323.51      353.15
2018   CDP       31.00      256.30        6.89
2018   DMC      -75.25      235.83       63.36
2018   LON       45.41       16.66        4.24
2018   SPG       60.54       29.72       11.09
2018   TAB       76.54      291.18      315.79
2018   ROE       55.17        8.55        2.55
2018   THL       77.47      290.77      314.36
2018   SVS       76.02      294.90      317.34
2018   KUV       74.57      302.82      321.62
2018   UPN       72.78      303.85      323.79
2018   UMQ       70.68      307.87      327.26
2018   GDH       69.25      306.47      328.06
2018   ATU       67.93      306.43      329.24
2018   STF       67.02      309.28      330.94
2018   SKT       65.42      307.10      331.61
2018   GHB       64.17      308.27      332.94
2018   FHB       62.00      310.32      335.13
2018   NAQ       61.16      314.56      337.05
2018   NRD       81.60      343.33      344.81
2018   DMH       76.77      341.37      343.92
2018   DNB       74.30      339.78      343.41
2018   SCO       70.48      338.03      343.59
2018   AMK       65.60      322.37      337.42
2018   MCN       73.93      322.38      332.24
2018   MCE       72.40      326.10      335.34
2018   MCW       72.00      317.41      330.63
2018   MCG       72.60      321.65      332.59
2018   MCR       66.48      313.71      333.00
2018   TDC      -37.10      347.69      336.80
2018   SUM       72.30      321.70      332.80
2018   HOV       61.50      353.20      355.17
2018   GIM       56.38      265.36      359.52
2018   TAL       69.54      266.45      347.84
2018   CNL       65.75      248.75       15.26
2018   DAW       64.05      220.89       20.12
2018   EKP       61.11      265.95      356.93
2018   FCC       58.76      265.91      358.08
2018   FMC       56.66      248.79       14.05
2018   FSP       61.76      238.77       19.63
2018   SMI       60.03      248.07       15.11
2018   ISL       53.86      265.34        0.17
2018   PIN       50.20      263.96        2.08
2018   RAL       58.22      256.32        8.51
2018   RAN       62.82      267.89      353.27
2018   NOR       71.09       25.79       13.65
2018   NAL       78.92       11.95        6.83
2018   LYR       78.20       15.83        9.52
2018   JAN       70.90      351.30      351.95
2018   HOP       76.51       25.01       15.45
2018   BJN       74.50       19.20       10.75
2018   SOR       70.54       22.22       11.35
2018   TRO       69.66       18.94        9.16
2018   AND       69.30       16.03        7.37
2018   JCK       66.40       16.98        7.28
2018   DON       66.11       12.50        4.86
2018   RVK       64.94       10.99        3.95
2018   DOB       62.07        9.11        2.87
2018   SOL       61.08        4.84        0.90
2018   KAR       59.21        5.24        1.17
2018   HRN       77.00       15.60        9.00
2018   ALT       69.86       22.96       11.54
2018   KEV       69.76       27.01       13.77
2018   MAS       69.46       23.70       11.81
2018   KIL       69.06       20.77       10.03
2018   KAU       69.02       23.05       11.29
2018   IVA       68.56       27.29       13.41
2018   ABK       68.35       18.82        8.74
2018   LEK       68.13       13.54        5.72
2018   MUO       68.02       23.53       11.20
2018   LOZ       67.97       35.02       16.98
2018   KIR       67.84       20.42        9.48
2018   SOD       67.37       26.63       12.57
2018   PEL       66.90       24.08       11.09
2018   LYC       64.61       18.75        7.78
2018   OUJ       64.52       27.23       11.70
2018   HAN       62.25       26.60       10.56
2018   NUR       60.50       24.65        9.20
2018   UPS       59.90       17.35        6.22
2018   TAR       58.26       26.46        9.13
2018   BRW       71.32      203.38       14.41
2018   KAV       70.14      216.35       19.79
2018   KOT       66.88      197.40       11.33
2018   ARC       68.12      214.44       18.91
2018   INK       68.41      226.23       21.97
2018   BET       66.90      208.45       16.45
2018   FYU       66.56      214.78       18.82
2018   EAG       64.78      218.84       19.76
2018   CMO       64.87      212.14       17.65
2018   CGO       64.87      212.14       17.65
2018   GAK       62.39      214.87       18.18
2018   TLK       63.30      209.90       16.60
2018   CPY       70.20      235.30       22.10
2018   PKR       65.12      212.57       17.84
2018   DIK       73.53       80.70       31.13
2018   CCS       77.72      104.28       15.47
2018   TIK       71.59      128.92      342.21
2018   CWE       66.17      190.17        7.61
2018   ARK       64.60       40.50       17.19
2018   AAE        9.03       38.77        2.28
2018   ABG       18.62       72.87      359.71
2018   AMS      -37.80       77.57      322.56
2018   API      -13.80      188.22       11.72
2018   ASP      -23.77      133.88        4.67
2018   BMT       40.30      116.20      352.87
2018   BNG        4.33       18.57        1.11
2018   BSL       30.35      270.36      358.81
2018   CNB      -34.10      150.70       12.66
2018   CAN      -35.31      149.36       12.66
2018   CZT      -46.43       51.87      308.84
2018   DLR       29.49      259.08        5.49
2018   DRV      -66.67      140.01      160.02
2018   EYR      -43.40      172.40       24.20
2018   GNA      -31.80      116.00      358.34
2018   GUA       13.59      144.87        0.70
